unique_id,building,floor,room,sensor_type,file_path
208,POLOA,7,722,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\722\light.csv
209,POLOA,7,722,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\722\pir.csv
210,POLOA,7,722,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\722\temperature.csv
211,POLOA,7,723,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\723\co2.csv
212,POLOA,7,723,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\723\humidity.csv
213,POLOA,7,723,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\723\light.csv
214,POLOA,7,723,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\723\pir.csv
215,POLOA,7,723,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\723\temperature.csv
216,POLOA,7,724,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\724\co2.csv
217,POLOA,7,724,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\724\humidity.csv
218,POLOA,7,724,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\724\light.csv
219,POLOA,7,724,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\724\pir.csv
220,POLOA,7,724,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\724\temperature.csv
221,POLOA,7,726,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\726\co2.csv
222,POLOA,7,726,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\726\humidity.csv
223,POLOA,7,726,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\726\light.csv
224,POLOA,7,726,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\726\pir.csv
225,POLOA,7,726,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\726\temperature.csv
226,POLOA,7,734,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\734\co2.csv
227,POLOA,7,734,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\734\humidity.csv
228,POLOA,7,734,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\734\light.csv
229,POLOA,7,734,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\734\pir.csv
230,POLOA,7,734,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\734\temperature.csv
231,POLOA,7,746,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\746\co2.csv
232,POLOA,7,746,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\746\humidity.csv
233,POLOA,7,746,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\746\light.csv
234,POLOA,7,746,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\746\pir.csv
235,POLOA,7,746,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\746\temperature.csv
236,POLOA,7,748,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\748\co2.csv
237,POLOA,7,748,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\748\humidity.csv
238,POLOA,7,748,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\748\light.csv
239,POLOA,7,748,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\748\pir.csv
240,POLOA,7,748,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\748\temperature.csv
241,POLOA,7,752,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\752\co2.csv
242,POLOA,7,752,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\752\humidity.csv
243,POLOA,7,752,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\752\light.csv
244,POLOA,7,752,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\752\pir.csv
245,POLOA,7,752,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\752\temperature.csv
246,POLOA,7,754,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\754\co2.csv
247,POLOA,7,754,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\754\humidity.csv
248,POLOA,7,754,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\754\light.csv
249,POLOA,7,754,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\754\pir.csv
250,POLOA,7,754,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\754\temperature.csv
251,POLOA,7,776,co2,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\776\co2.csv
252,POLOA,7,776,humidity,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\776\humidity.csv
253,POLOA,7,776,light,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\776\light.csv
254,POLOA,7,776,pir,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\776\pir.csv
255,POLOA,7,776,temperature,c:\Users\eloma\OneDrive\Desktop\TBDM-Heatmap\./data/raw_dataset\7\776\temperature.csv
